INW,WINSLOW,WINSLOW,WINSLOW/AZ/US,INW,Y,AZ,US,NAMER,ITC1,US109,-110.7,35.02,2152,N
INX,INANWATAN,INANWATAN,INANWATAN/ID,INX,Y,NULL,ID,SEASI,ITC3,ID063,132.2,-2.133,NULL,N
INY,INYATI,INYATI,INYATI/ZA,INY,Y,NULL,ZA,AFRIC,ITC2,ZA,31.38,-24.78,NULL,N
INZ,IN SALAH,IN SALAH,IN SALAH/DZ,INZ,Y,NULL,DZ,AFRIC,ITC2,DZ,2.517,27.25,2153,N
IOA,IOANNINA,IOANNINA,IOANNINA/GR,IOA,Y,NULL,GR,EUROP,ITC2,GR058,20.82,39.7,2154,N
IOK,IOKEA,IOKEA,IOKEA/PG,IOK,Y,NULL,PG,AUSTL,ITC3,PG,146.3,-8.4,2155,N
IOM,ISLE OF MAN,ISLE OF MAN,ISLE OF MAN/GB:RONALDSWAY,IOM,Y,NULL,GB,EUROP,ITC2,GB053,-4.633,54.08,2156,N
ION,IMPFONDO,IMPFONDO,IMPFONDO/CG,ION,Y,NULL,CG,AFRIC,ITC2,CG,18.07,1.617,2157,N
IOP,IOMA,IOMA,IOMA/PG,IOP,Y,NULL,PG,AUSTL,ITC3,PG,147.9,-8.367,2158,N
IOR,INISHMORE,INISHMORE,INISHMORE/IE:KILRONAN,IOR,Y,NULL,IE,EUROP,ITC2,IE064,-9.75,53.12,2159,N
IOS,ILHEUS,ILHEUS,ILHEUS/BA/BR:APT DE ILHEUS,IOS,Y,BA,BR,SAMER,ITC1,BR016,-39.03,-14.82,2160,N
IOU,ILE OUEN,ILE OUEN,ILE OUEN/NC,IOU,Y,NULL,NC,AUSTL,ITC3,NC165,166.8,-22.42,2161,N
IOW,IOWA CITY,IOWA CITY,IOWA CITY/IA/US,IOW,Y,IA,US,NAMER,ITC1,US107,-91.53,41.67,NULL,N
IPA,IPOTA,IPOTA,IPOTA/VU,IPA,Y,NULL,VU,AUSTL,ITC3,VU115,169.2,-18.75,2162,N
IPC,EASTER ISLAND,EASTER ISLAND,EASTER ISLAND/CL:MATAVERI INTL,IPC,Y,NULL,CL,SAMER,ITC1,CL034,-109.4,-27.12,2163,N
IPE,IPIL,IPIL,IPIL/PH,IPE,Y,NULL,PH,PACIF,ITC3,PH,122.6,7.783,NULL,N
IPG,IPIRANGA,IPIRANGA,IPIRANGA/AM/BR,IPG,Y,AM,BR,SAMER,ITC1,BR018,-69.42,-3.333,NULL,N
IPH,IPOH,IPOH,IPOH/MY,IPH,Y,NULL,MY,SEASI,ITC3,MY,101.1,4.567,2164,N
IPI,IPIALES SAN LUIS,IPIALES SAN LUI,IPIALES/CO:SAN LUIS,IPI,Y,NULL,CO,SAMER,ITC1,CO132,-77.7,0.8667,2165,N
IPL,EL CENTRO IMPERIA,EL CENTRO IMPER,EL CENTRO/CA/US:IMPERIAL CNTY,IPL,Y,CA,US,NAMER,ITC1,US110,-115.6,32.83,2166,N
IPN,IPATINGA,IPATINGA,IPATINGA/MG/BR:USIMINAS,IPN,Y,MG,BR,SAMER,ITC1,BR015,-42.53,-19.5,2167,N
IPT,WILLIAMSPORT,WILLIAMSPORT,WILLIAMSPORT/PA/US:LYCOMING C,IPT,Y,PA,US,NAMER,ITC1,US105,-76.92,41.25,2169,N
IPU,IPIAU,IPIAU,IPIAU/BA/BR,IPU,Y,BA,BR,SAMER,ITC1,BR016,-39.73,-14.13,NULL,N
IPW,IPSWICH,IPSWICH,IPSWICH/GB,IPW,Y,NULL,GB,EUROP,ITC2,GB053,1.2,52.03,2170,N
IQM,QIEMO,QIEMO,QIEMO/CN,IQM,Y,NULL,CN,ASIA,ITC3,CN035,85.53,38.13,NULL,N
IQN,QINGYANG,QINGYANG,QINGYANG/CN,IQN,Y,NULL,CN,ASIA,ITC3,CN035,107.8,36.1,NULL,N
IQQ,IQUIQUE,IQUIQUE,IQUIQUE/CL:DIEGO ARACENA,IQQ,Y,NULL,CL,SAMER,ITC1,CL033,-70.15,-20.23,2171,N
IQT,IQUITOS,IQUITOS,IQUITOS/PE:C F SECADA,IQT,Y,NULL,PE,SAMER,ITC1,PE155,-73.22,-3.75,2172,N
IRA,KIRAKIRA,KIRAKIRA,KIRAKIRA/SB,IRA,Y,NULL,SB,AUSTL,ITC3,SB,161.8,-10.5,2173,N
IRB,IRAAN,IRAAN,IRAAN/TX/US:MUNICIPAL,IRB,Y,TX,US,NAMER,ITC1,US107,-101.9,30.9,NULL,N
IRC,CIRCLE,CIRCLE,CIRCLE/AK/US:CIRCLE CITY,IRC,Y,AK,US,NAMER,ITC1,US111,-144.1,65.83,NULL,N
IRD,ISHURDI,ISHURDI,ISHURDI/BD,IRD,Y,NULL,BD,ASIA,ITC3,BD,89.05,24.15,2174,N
IRE,IRECE,IRECE,IRECE/BA/BR,IRE,Y,BA,BR,SAMER,ITC1,BR016,-41.87,-11.3,NULL,N
IRG,LOCKHART RIVER,LOCKHART RIVER,LOCKHART RIVER/QL/AU,IRG,Y,QL,AU,AUSTL,ITC3,AU131,143.3,-12.78,2175,N
IRI,IRINGA,IRINGA,IRINGA/TZ:NDULI,IRI,Y,NULL,TZ,AFRIC,ITC2,TZ,35.77,-7.633,2176,N
IRJ,LA RIOJA,LA RIOJA,LA RIOJA/LR/AR,IRJ,Y,LR,AR,SAMER,ITC1,AR003,-66.82,-29.4,2177,N
IRK,KIRKSVILLE,KIRKSVILLE,KIRKSVILLE/MO/US:MUNICIPAL,IRK,Y,MO,US,NAMER,ITC1,US107,-92.55,40.1,2178,N
IRN,IRIONA,IRIONA,IRIONA/HN,IRN,Y,NULL,HN,CAMER,ITC1,HN,-85.18,15.95,NULL,N
IRO,BIRAO,BIRAO,BIRAO/CF,IRO,Y,NULL,CF,AFRIC,ITC2,CF,22.55,10.5,2179,N
IRP,ISIRO,ISIRO,ISIRO/CD:MATARI,IRP,Y,NULL,CD,AFRIC,ITC2,CD167,27.65,2.783,2180,N
IRS,STURGIS,STURGIS,STURGIS/MI/US:KIRSCH MNCPL,IRS,Y,MI,US,NAMER,ITC1,US105,-85.42,41.8,NULL,N
ISA,MOUNT ISA,MOUNT ISA,MOUNT ISA/QL/AU,ISA,Y,QL,AU,AUSTL,ITC3,AU131,139.5,-20.67,2181,N
ISB,ISLAMABAD,ISLAMABAD,ISLAMABAD/PK:ISLAMABAD INTL,ISB,Y,NULL,PK,ASIA,ITC3,PK163,73.1,33.62,NULL,N
ISC,IS SCILLY ST MARY,IS SCILLY ST MA,ISLES OF SCILLY/GB:ST MARYS,ISC,Y,NULL,GB,EUROP,ITC2,GB053,-6.4,49.9,NULL,N
ISD,ISCUANDE,ISCUANDE,ISCUANDE/CO,ISD,Y,NULL,CO,SAMER,ITC1,CO132,-77.97,2.433,2183,N
ISE,ISPARTA,ISPARTA,ISPARTA/TR,ISE,Y,NULL,TR,EURAS,ITC2,TR101,30.38,37.87,NULL,N
ISG,ISHIGAKI,ISHIGAKI,ISHIGAKI/JP,ISG,Y,NULL,JP,ASIA,ITC3,JP,124.2,24.33,2184,N
ISH,ISCHIA,ISCHIA,ISCHIA/IT,ISH,Y,NULL,IT,EUROP,ITC2,IT067,13.83,40.63,2185,N
ISI,ISISFORD,ISISFORD,ISISFORD/QL/AU,ISI,Y,QL,AU,AUSTL,ITC3,AU131,144.4,-24.2,2186,N
ISJ,ISLA MUJERES,ISLA MUJERES,ISLA MUJERES/MX,ISJ,Y,NULL,MX,NAMER,ITC1,MX168,-86.75,21.27,2187,N
ISK,NASIK,NASIK,NASIK/IN:GANDHINAGAR APT,ISK,Y,NULL,IN,ASIA,ITC3,IN,73.82,19.97,2188,N
ISL,ISABEL PASS,ISABEL PASS,ISABEL PASS/AK/US,ISL,Y,AK,US,NAMER,ITC1,US111,-145,63.5,2189,N
ISM,KISSIMMEE,KISSIMMEE,KISSIMMEE/FL/US:MUNICIPAL,ISM,Y,FL,US,NAMER,ITC1,US105,-81.43,28.28,2190,N
ISN,WILLISTON,WILLISTON,WILLISTON/ND/US:SLOULIN FIELD,ISN,Y,ND,US,NAMER,ITC1,US107,-103.7,48.18,2191,N
ISO,KINSTON,KINSTON,KINSTON/NC/US:STALLINGS FIELD,ISO,Y,NC,US,NAMER,ITC1,US105,-77.62,35.33,2192,N
ISP,ISLIP,ISLIP,ISLIP/NY/US:LONG ISLAND MACAR,ISP,Y,NY,US,NAMER,ITC1,US105,-73.1,40.8,2193,N
ISQ,MANISTIQUE,MANISTIQUE,MANISTIQUE/MI/US:SCHOOLCRAFT,ISQ,Y,MI,US,NAMER,ITC1,US105,-88.25,45.95,NULL,N
ISS,WISCASSET,WISCASSET,WISCASSET/ME/US,ISS,Y,ME,US,NAMER,ITC1,US105,-69.72,43.97,2194,N
IST,ISTANBUL,ISTANBUL,ISTANBUL/TR:ATATURK,IST,Y,NULL,TR,EURAS,ITC2,TR101,28.82,40.97,2195,N
ISW,WISCONSIN RAPIDS,WISCONSIN RAPID,WISCONSIN RAPIDS/WI/US:ALEXAN,ISW,Y,WI,US,NAMER,ITC1,US107,-89.84,44.36,2196,N
ITA,ITACOATIARA,ITACOATIARA,ITACOATIARA/AM/BR,ITA,Y,AM,BR,SAMER,ITC1,BR018,-58.5,-3.2,2197,N
ITB,ITAITUBA,ITAITUBA,ITAITUBA/PA/BR,ITB,Y,PA,BR,SAMER,ITC1,BR018,-55.98,-4.267,2198,N
ITE,ITUBERA,ITUBERA,ITUBERA/BA/BR,ITE,Y,BA,BR,SAMER,ITC1,BR016,-39.2,-13.7,NULL,N
ITH,ITHACA,ITHACA,ITHACA/NY/US:TOMPKINS COUNTY,ITH,Y,NY,US,NAMER,ITC1,US105,-76.47,42.48,2199,N
ITI,ITAMBACURI,ITAMBACURI,ITAMBACURI/MG/BR,ITI,Y,MG,BR,SAMER,ITC1,BR015,-41.7,-18.02,2200,N
ITJ,ITAJAI,ITAJAI,ITAJAI/SC/BR:OFF-,ITJ,Y,SC,BR,SAMER,ITC1,BR015,-48.65,-26.88,NULL,N
ITK,ITOKAMA,ITOKAMA,ITOKAMA/PG,ITK,Y,NULL,PG,AUSTL,ITC3,PG,147.3,-9.517,2202,N
ITM,OSAKA ITAMI APT,OSAKA ITAMI APT,OSAKA ITAMI APT/JP:ITAMI,OSA,Y,NULL,JP,ASIA,ITC3,JP,135.4,34.78,NULL,N
ITN,ITABUNA,ITABUNA,ITABUNA/BA/BR,ITN,Y,BA,BR,SAMER,ITC1,BR016,-39.38,-14.8,2204,N
ITO,HILO,HILO,HILO/HI/US:HILO INTERNATIONAL,ITO,Y,HI,US,NAMER,ITC1,US113,-155.1,19.72,2205,N
ITP,ITAPERUNA,ITAPERUNA,ITAPERUNA/RJ/BR:ITAPERUNA,ITP,Y,RJ,BR,SAMER,ITC1,BR015,-41.87,-21.22,NULL,N
ITQ,ITAQUI,ITAQUI,ITAQUI/RS/BR,ITQ,Y,RS,BR,SAMER,ITC1,BR015,-56.53,-29.17,2207,N
ITR,ITUMBIARA,ITUMBIARA,ITUMBIARA/GO/BR:ITUMBIARA,ITR,Y,GO,BR,SAMER,ITC1,BR015,-49.21,-18.45,NULL,N
IUE,NIUE ISLAND,NIUE ISLAND,NIUE ISLAND/NU:HANAN,IUE,Y,NULL,NU,AUSTL,ITC3,NU,-169,-19,2209,N
IUL,ILU,ILU,ILU/ID,IUL,Y,NULL,ID,SEASI,ITC3,ID063,138.1,-3.75,NULL,N
IUM,SUMMIT LAKE,SUMMIT LAKE,SUMMIT LAKE/BC/CA,IUM,Y,BC,CA,NAMER,ITC1,CA031,-122.6,54.28,NULL,N
IUS,INUS,INUS,INUS/PG,IUS,Y,NULL,PG,AUSTL,ITC3,PG,155.2,-5.817,2210,N
IVA,AMBANJA,AMBANJA,AMBANJA/MG,IVA,Y,NULL,MG,AFRIC,ITC2,MG,48.47,-13.65,2211,N
IVC,INVERCARGILL,INVERCARGILL,INVERCARGILL/NZ,IVC,Y,NULL,NZ,AUSTL,ITC3,NZ084,168.3,-46.42,2212,N
IVG,IVANGRAD,IVANGRAD,IVANGRAD/CS,IVG,Y,NULL,CS,EUROP,ITC2,CS161,19.78,42.43,2213,N
IVH,IVISHAK,IVISHAK,IVISHAK/AK/US,IVH,Y,AK,US,NAMER,ITC1,US111,-148.3,69.4,NULL,N
IVL,IVALO,IVALO,IVALO/FI,IVL,Y,NULL,FI,EUROP,ITC2,FI047,27.42,68.6,2214,N
IVO,CHIVOLO,CHIVOLO,CHIVOLO/CO,IVO,Y,NULL,CO,SAMER,ITC1,CO132,-74.68,10.02,2215,N
IVR,INVERELL,INVERELL,INVERELL/NS/AU,IVR,Y,NS,AU,AUSTL,ITC3,AU007,151.5,-29.83,2216,N
IVW,INVERWAY,INVERWAY,INVERWAY/NT/AU,IVW,Y,NT,AU,AUSTL,ITC3,AU010,129.2,-17.77,2217,N
IWA,IVANOVA,IVANOVA,IVANOVA/RU,IWA,Y,NULL,RU,EURAS,ITC2,RU130,41,57,NULL,N
IWD,IRONWOOD,IRONWOOD,IRONWOOD/MI/US:GOGEBIC COUNTY,IWD,Y,MI,US,NAMER,ITC1,US107,-90.13,46.53,2218,N
IWJ,IWAMI,IWAMI,IWAMI/JP:IWAMI AIPORT,IWJ,Y,NULL,JP,ASIA,ITC3,JP,141.8,43.2,NULL,N
IWO,IWO JIMA VOL,IWO JIMA VOL,IWO JIMA VOL/JP:IWO JIMA BASE,IWO,Y,NULL,JP,ASIA,ITC3,JP,4.183,7.633,NULL,N
IWS,HOUSTON WEST,HOUSTON WEST,HOUSTON/TX/US:WEST HOUSTON,HOU,Y,TX,US,NAMER,ITC1,US107,-95.32,29.65,NULL,N
IXA,AGARTALA,AGARTALA,AGARTALA/IN:SINGERBHIL,IXA,Y,NULL,IN,ASIA,ITC3,IN,91.25,23.9,2219,N
IXB,BAGDOGRA,BAGDOGRA,BAGDOGRA/IN,IXB,Y,NULL,IN,ASIA,ITC3,IN,88.33,26.73,2220,N
IXC,CHANDIGARH,CHANDIGARH,CHANDIGARH/IN,IXC,Y,NULL,IN,ASIA,ITC3,IN,76.8,30.67,2221,N
IXD,ALLAHABAD,ALLAHABAD,ALLAHABAD/IN:BAMRAULI,IXD,Y,NULL,IN,ASIA,ITC3,IN,81.73,25.43,2222,N
IXE,MANGALORE,MANGALORE,MANGALORE/IN:BAJPE,IXE,Y,NULL,IN,ASIA,ITC3,IN,74.9,12.98,2223,N
IXG,BELGAUM,BELGAUM,BELGAUM/IN:SAMBRE,IXG,Y,NULL,IN,ASIA,ITC3,IN,74.6,15.85,2224,N
IXH,KAILASHAHAR,KAILASHAHAR,KAILASHAHAR/IN,IXH,Y,NULL,IN,ASIA,ITC3,IN,92.02,24.32,2225,N
IXI,LILABARI,LILABARI,LILABARI/IN,IXI,Y,NULL,IN,ASIA,ITC3,IN,94.1,27.27,2226,N
IXJ,JAMMU,JAMMU,JAMMU/IN:SATWARI,IXJ,Y,NULL,IN,ASIA,ITC3,IN,74.83,32.68,2227,N
IXK,KESHOD,KESHOD,KESHOD/IN,IXK,Y,NULL,IN,ASIA,ITC3,IN,70.32,21.32,2228,N
IXL,LEH,LEH,LEH/IN,IXL,Y,NULL,IN,ASIA,ITC3,IN,77.58,34.17,2229,N
IXM,MADURAI,MADURAI,MADURAI/IN,IXM,Y,NULL,IN,ASIA,ITC3,IN,78.08,9.833,2230,N
IXN,KHOWAI,KHOWAI,KHOWAI/IN,IXN,Y,NULL,IN,ASIA,ITC3,IN,91.63,24.07,2231,N
IXP,PATHANKOT,PATHANKOT,PATHANKOT/IN,IXP,Y,NULL,IN,ASIA,ITC3,IN,75.63,32.23,2232,N
IXQ,KAMALPUR,KAMALPUR,KAMALPUR/IN,IXQ,Y,NULL,IN,ASIA,ITC3,IN,91.82,24.13,2233,N
IXR,RANCHI,RANCHI,RANCHI/IN,IXR,Y,NULL,IN,ASIA,ITC3,IN,85.32,23.32,2234,N
IXS,SILCHAR,SILCHAR,SILCHAR/IN:KUMBHIRGRAM,IXS,Y,NULL,IN,ASIA,ITC3,IN,92.52,24.97,2235,N
IXT,PASIGHAT,PASIGHAT,PASIGHAT/IN,IXT,Y,NULL,IN,ASIA,ITC3,IN,95.37,28.07,2236,N
IXU,AURANGABAD,AURANGABAD,AURANGABAD/IN:CHIKKALTHANA,IXU,Y,NULL,IN,ASIA,ITC3,IN,75.42,19.88,2237,N
IXV,ALONG,ALONG,ALONG/IN,IXV,Y,NULL,IN,ASIA,ITC3,IN,94.83,28.42,2238,N
IXW,JAMSHEDPUR,JAMSHEDPUR,JAMSHEDPUR/IN:SONARI,IXW,Y,NULL,IN,ASIA,ITC3,IN,86.17,22.82,2239,N
IXY,KANDLA,KANDLA,KANDLA/IN,IXY,Y,NULL,IN,ASIA,ITC3,IN,70.1,23.12,2240,N
IXZ,PORT BLAIR,PORT BLAIR,PORT BLAIR/IN,IXZ,Y,NULL,IN,ASIA,ITC3,IN,92.73,11.67,2241,N
IYK,INYOKERN,INYOKERN,INYOKERN/CA/US:KERN COUNTY,IYK,Y,CA,US,NAMER,ITC1,US110,-117.8,35.65,2242,N
IZM,IZMIR,IZMIR,IZMIR/TR,IZM,N,NULL,TR,EURAS,ITC2,TR101,27.02,38.52,NULL,N
IZO,IZUMO,IZUMO,IZUMO/JP,IZO,Y,NULL,JP,ASIA,ITC3,JP,132.7,35.42,2244,N
IZT,IXTEPEC,IXTEPEC,IXTEPEC/MX,IZT,Y,NULL,MX,NAMER,ITC1,MX168,-95.1,16.57,2245,N
JAA,JALALABAD,JALALABAD,JALALABAD/AF,JAA,Y,NULL,AF,MEAST,ITC3,AF,70.5,34.4,2246,N
JAB,JABIRU,JABIRU,JABIRU/NT/AU,JAB,Y,NT,AU,AUSTL,ITC3,AU010,132.6,-10.22,2247,N
JAC,JACKSON,JACKSON,JACKSON/WY/US:JACKSON HOLE,JAC,Y,WY,US,NAMER,ITC1,US108,-110.7,43.6,2248,N
JAD,JANDAKOT,JANDAKOT,JANDAKOT/WA/AU,JAD,Y,WA,AU,AUSTL,ITC3,AU011,115.9,-32.08,2249,N
JAE,ATLANTA JAE,ATLANTA JAE,ATLANTA/GA/US:TECHNOLOGY PARK,ATL,Y,GA,US,NAMER,ITC1,US105,-84.15,33.93,NULL,N
JAF,JAFFNA,JAFFNA,JAFFNA/LK:KANKESANTURAI,JAF,Y,NULL,LK,ASIA,ITC3,LK,80.07,9.783,2250,N
JAG,JACOBABAD,JACOBABAD,JACOBABAD/PK,JAG,Y,NULL,PK,ASIA,ITC3,PK163,68.43,28.28,NULL,N
JAH,AUBAGNE,AUBAGNE,AUBAGNE/FR:AGORA HELIPAD,JAH,Y,NULL,FR,EUROP,ITC2,FR052,5.567,43.28,NULL,N
JAI,JAIPUR,JAIPUR,JAIPUR/IN:SANGANEER,JAI,Y,NULL,IN,ASIA,ITC3,IN,75.8,26.82,2251,N
JAJ,ATLANTA JAJ,ATLANTA JAJ,ATLANTA/GA/US:PERIMETER MALL,ATL,Y,GA,US,NAMER,ITC1,US105,-84.15,33.93,NULL,N
JAK,JACMEL,JACMEL,JACMEL/HT,JAK,Y,NULL,HT,CARIB,ITC1,HT059,-72.52,18.25,2252,N
JAL,JALAPA,JALAPA,JALAPA/MX,JAL,Y,NULL,MX,NAMER,ITC1,MX168,-96.83,19.58,2253,N
JAM,JAMBOL,JAMBOL,JAMBOL/BG,JAM,Y,NULL,BG,EEURO,ITC2,BG013,26.48,42.52,2254,N
JAN,JACKSON INTL,JACKSON INTL,JACKSON/MS/US:EVERS INTL,JAN,Y,MS,US,NAMER,ITC1,US107,-90.08,32.32,NULL,N
JAO,ATLANTA JAO,ATLANTA JAO,ATLANTA/GA/US:BEAVER RUIN,ATL,Y,GA,US,NAMER,ITC1,US105,-84.15,33.93,NULL,N
JAP,PUNTA RENES,PUNTA RENES,PUNTA RENES/CR,JAP,Y,NULL,CR,CAMER,ITC1,CR036,-104,27.83,NULL,N
JAQ,JACQUINOT BAY,JACQUINOT BAY,JACQUINOT BAY/PG,JAQ,Y,NULL,PG,AUSTL,ITC3,PG,151.5,-5.6,2256,N
JAR,JAHROM,JAHROM,JAHROM/IR:JAHROM AIRPORT,JAR,Y,NULL,IR,MEAST,ITC2,IR120,53.53,28.48,NULL,N
JAS,JASPER,JASPER,JASPER/TX/US:COUNTY,JAS,Y,TX,US,NAMER,ITC1,US107,-94.02,30.92,NULL,N
JAT,JABOT,JABOT,JABOT/MH,JAT,Y,NULL,MH,PACIF,ITC3,MH075,169,7,NULL,N
JAU,JAUJA,JAUJA,JAUJA/PE,JAU,Y,NULL,PE,SAMER,ITC1,PE155,-75.5,-11.8,NULL,N
JAV,ILULISSAT,ILULISSAT,ILULISSAT/GL,JAV,Y,NULL,GL,EUROP,ITC1,GL055,-51,69.25,NULL,N
JAX,JACKSONVILLE JAX,JACKSONVILLE JA,JACKSONVILLE/FL/US:INTL,JAX,Y,FL,US,NAMER,ITC1,US105,-81.63,30.42,NULL,N
JBC,BOSTON CITY,BOSTON CITY,BOSTON CITY/MA/US:HPT,BOS,Y,MA,US,NAMER,ITC1,US105,-71.03,42.33,NULL,N
JBK,BERKELEY,BERKELEY,BERKELEY/CA/US,JBK,Y,CA,US,NAMER,ITC1,US110,-122.3,37.95,NULL,N
JBP,LOS ANGELES JBP,LOS ANGELES JBP,LOS ANGELES/CA/US:COMMERCE BUS,LAX,Y,CA,US,NAMER,ITC1,US110,-118.2,33.98,NULL,N
JBR,JONESBORO,JONESBORO,JONESBORO/AR/US,JBR,Y,AR,US,NAMER,ITC1,US107,-90.65,35.83,NULL,N
JBS,PLEASANTON,PLEASANTON,PLEASANTON/CA/US:HACIENDA BUS,JBS,Y,CA,US,NAMER,ITC1,US110,-121.9,37.71,NULL,N
JBT,BETHEL JBT,BETHEL JBT,BETHEL/AK/US:CITY LANDING,BET,Y,AK,US,NAMER,ITC1,US111,-161.8,60.8,NULL,N
JCA,CANNES JCA,CANNES JCA,CANNES/FR:CROISETTE HPT,CEQ,Y,NULL,FR,EUROP,ITC2,FR052,7.017,43.55,NULL,N
JCB,JOACABA,JOACABA,JOACABA/SC/BR,JCB,Y,SC,BR,SAMER,ITC1,BR015,-51.52,-27.17,2260,N
JCC,SANFRANCISCO JCC,SANFRANCISCO JC,SAN FRANCISCO/CA/US:CHINA HPT,SFO,Y,CA,US,NAMER,ITC1,US110,-122.4,37.62,NULL,N
JCD,ST CROIX IS JCD,ST CROIX IS JCD,ST CROIX IS/VI:DOWNTOWN HPT,STX,Y,NULL,VI,CARIB,ITC1,VI,-65.92,17.75,2261,N
JCE,CONVENTION,CONVENTION,CONVENTION/CA/US:HELIPORT,OAK,Y,CA,US,NAMER,ITC1,US110,-122.4,37.62,NULL,N
JCH,QASIGIANNGUIT,QASIGIANNGUIT,QASIGIANNGUIT/GL,JCH,Y,NULL,GL,EUROP,ITC1,GL055,-51,68.83,NULL,N
JCI,KANSAS CITY JCI,KANSAS CITY JCI,KANSAS CITY/MO/US:JOHNSON IND,MKC,Y,MO,US,NAMER,ITC1,US107,-94.88,38.82,NULL,N
JCJ,CHUJA HPT,CHUJA HPT,JEJU/KR:CHUJA HPT,CJU,Y,NULL,KR,ASIA,ITC3,KR,126.5,33.5,NULL,N
JCK,JULIA CREEK,JULIA CREEK,JULIA CREEK/QL/AU,JCK,Y,QL,AU,AUSTL,ITC3,AU131,141.7,-20.58,2263,N
JCM,JACOBINA,JACOBINA,JACOBINA/BA/BR,JCM,Y,BA,BR,SAMER,ITC1,BR016,-40.52,-11.18,2264,N
JCN,INCHEON,INCHEON,INCHEON/KR:HELIPORT,JCN,Y,NULL,KR,ASIA,ITC3,KR,126.4,37.43,NULL,N
JCO,COMINO,COMINO,COMINO/MT:HELIPORT,JCO,Y,NULL,MT,EUROP,ITC2,MT078,14.33,36,NULL,N
JCR,JACAREACANGA,JACAREACANGA,JACAREACANGA/PA/BR,JCR,Y,PA,BR,SAMER,ITC1,BR018,-57.77,-6.233,NULL,N
JCT,JUNCTION,JUNCTION,JUNCTION/TX/US:KIMBLE COUNTY,JCT,Y,TX,US,NAMER,ITC1,US107,-99.77,30.48,NULL,N
JCU,CEUTA,CEUTA,CEUTA/ES:HPT,JCU,Y,NULL,ES,EUROP,ITC2,ES045,5.338,35.9,NULL,N
JCX,LOS ANGELES JCX,LOS ANGELES JCX,LOS ANGELES/CA/US:CITICORP,LAX,Y,CA,US,NAMER,ITC1,US110,-118.3,34.05,NULL,N
JCY,JOHNSON,JOHNSON,JOHNSON/TX/US,JCY,Y,TX,US,NAMER,ITC1,US107,-97.33,32.33,NULL,N
JDA,JOHN DAY,JOHN DAY,JOHN DAY/OR/US,JDA,Y,OR,US,NAMER,ITC1,US110,-119,44.42,2265,N
JDB,DALLAS JDB,DALLAS JDB,DALLAS/TX/US:DOWNTOWN HPT,DFW,Y,TX,US,NAMER,ITC1,US107,-97.32,32.77,NULL,N
JDF,JUIZ DE FORA,JUIZ DE FORA,JUIZ DE FORA/MG/BR:F DE ASSIS,JDF,Y,MG,BR,SAMER,ITC1,BR015,-43.33,-21.75,2266,N
JDH,JODHPUR,JODHPUR,JODHPUR/IN,JDH,Y,NULL,IN,ASIA,ITC3,IN,73.05,26.25,2267,N
JDM,MIAMI JDM,MIAMI JDM,MIAMI JDM/FL/US:DOWNTOWN HPT,MIA,Y,FL,US,NAMER,ITC1,US105,-80.3,25.8,NULL,N
JDN,JORDAN,JORDAN,JORDAN/MT/US,JDN,Y,MT,US,NAMER,ITC1,US108,-106.9,47.32,NULL,N
JDO,JUAZEIRO DO NORTE,JUAZEIRO DO NOR,JUAZE/CE/BR:REGIONAL DO CARIRI,JDO,Y,CE,BR,SAMER,ITC1,BR016,-39.27,-7.217,2268,N
JDP,PARIS JDP,PARIS JDP,PARIS/FR:HELIPORT DE PARIS,PAR,Y,NULL,FR,EUROP,ITC2,FR052,2.383,48.72,NULL,N
JDT,MINNEAPOLIS JDT,MINNEAPOLIS JDT,MINNEAPOLIS/MN/US:DOWNTOWN HPT,MSP,Y,MN,US,NAMER,ITC1,US107,-93.24,44.97,NULL,N
JDX,HOUSTON JDX,HOUSTON JDX,HOUSTON/TX/US:CENTRAL BUS,HOU,Y,TX,US,NAMER,ITC1,US107,-95.33,29.77,NULL,N
JDY,DOWNEY,DOWNEY,DOWNEY/CA/US:HELIPORT,JDY,Y,CA,US,NAMER,ITC1,US110,-112.1,42.43,2269,N
JDZ,JINGDEZHEN,JINGDEZHEN,JINGDEZHEN/CN,JDZ,Y,NULL,CN,ASIA,ITC3,CN035,117.2,29.27,NULL,N
JED,JEDDAH KING ABDUL,JEDDAH KING ABD,JEDDAH/SA:KING ABDULAZIZ INT,JED,Y,NULL,SA,MEAST,ITC2,SA,39.2,21.5,2270,N
JEE,JEREMIE,JEREMIE,JEREMIE/HT,JEE,Y,NULL,HT,CARIB,ITC1,HT059,-74.17,18.67,2271,N
JEF,JEFFERSON CITY,JEFFERSON CITY,JEFFERSON CITY/MO/US:MEMORIAL,JEF,Y,MO,US,NAMER,ITC1,US107,-92.17,38.6,NULL,N
JEG,AASIAAT,AASIAAT,AASIAAT/GL,JEG,Y,NULL,GL,EUROP,ITC1,GL055,-52.75,68.7,NULL,N
JEJ,JEH,JEH,JEH/MH,JEJ,Y,NULL,MH,PACIF,ITC3,MH075,168.9,7.583,NULL,N
JEM,EMERYVILLE,EMERYVILLE,EMERYVILLE/CA/US:HELIPORT,JEM,Y,CA,US,NAMER,ITC1,US110,-117.4,33.95,2274,N
JEQ,JEQUIE,JEQUIE,JEQUIE/BA/BR,JEQ,Y,BA,BR,SAMER,ITC1,BR016,-40.08,-13.85,2275,N
JER,JERSEY,JERSEY,JERSEY/GB:STATES,JER,Y,NULL,GB,EUROP,ITC2,GB053,-2.2,49.22,2276,N
