#CODE,NAME,GEOCODE lat,GEOCODE lng
8778116,COURSAN,43.183300,3.100000
8713990,COURSAN EN OTHE,48.066700,3.833300
8744400,COURSEULLES SUR MER,49.233300,-0.300000
8739449,COURTALAIN ST PELLERIN,48.066700,0.950000
8727211,COURTEUIL,49.200000,2.533300
8776518,COURTHEZON,44.083300,4.883300
8888345,COURTRAI KORTRIJK,50.830000,4.000000
8739422,COURVILLE SUR EURE,48.550000,1.166700
8771827,COUSANCE,48.783300,5.433300
8759284,COUSSAC BONNEVAL,45.500000,1.316700
8714134,COUSSEY,48.416700,5.683300
8744711,COUTAINVILLE PLAGE,49.050000,-1.433300
8744711,COUTANCES,49.050000,-1.433300
8744876,COUTENS D,,
8758451,COUTRAS,45.033300,-0.133300
8733700,COUX CENTRE,44.766700,4.616700
8758442,COUZE,44.800000,0.733300
8772124,COUZON AU MONT D OR,45.833300,4.833300
7070170,COVENTRY,51.500000,-0.117000
8080231,CRAILSHEIM,51.000000,9.000000
8771395,CRAMANS,47.016700,5.766700
8731354,CRAMOISY,49.250000,2.400000
8711816,CRANCEY,48.516700,3.633300
8721618,CRANCEY ROUTE NATIONALE,48.516700,3.633300
8501795,CRANS SUR SIERRE POSTE,,
8761323,CRANSAC,44.533300,2.250000
8733789,CRASVILLE LA MALLET,49.800000,0.716700
8768364,CRAVANT BAZARNES,47.666700,3.666700
8772571,CRECHES SUR SAONE,46.250000,4.783300
8769636,CRECHY,46.266700,3.416700
8711677,CRECY LA CHAPELLE,48.866700,2.900000
8727600,CREIL,49.266700,2.483300
8744757,CREISSAN RN,,
8778938,CREISSELS,44.083300,3.050000
8772350,CREPIEUX LA PAPE,45.800000,4.866700
8729615,CREPY COUVRON,50.483300,2.200000
8727159,CREPY EN VALOIS,49.150000,2.983300
8743511,CRESANCEY,,
8776178,CREST,44.700000,5.300000
8774164,CREST VOLAND,45.683300,6.383300
8719340,CREUTZWALD,49.210000,6.700000
8740673,CREUTZWALD GARE ROUTIER,49.300000,6.533300
8729986,CREVECOEUR LE PETIT,49.583300,2.500000
8718521,CREVENEY SAULX,47.750000,6.333300
8776346,CREVOUX,44.566700,6.500000
8758439,CREYSSE MOULEYDIER,44.850000,0.566700
8739622,CRISSE,48.166700,-0.066700
8745080,CROIX BLANCHE,,
8758243,CROIX D HINS,44.683300,-0.850000
8745078,CROIX DE PRADEL,,
8748657,CROIX DE VIE,46.666700,-1.833300
8767260,CROIX DU PRINCE,43.300000,-0.366700
8728105,CROIX L ALLUMETTE,50.666700,3.150000
8775349,CROIX SAINTE,43.400000,5.050000
8728671,CROIX WASQUEHAL,50.666700,3.150000
8775633,CROS DE CAGNES,43.666700,7.150000
8731740,CROTOY,50.333300,1.683300
8727187,CROUY,49.400000,3.366700
8711664,CROUY SUR OURCQ,49.083300,3.066700
8759785,CROZE,45.816700,2.158300
8747476,CROZON MORGAT,48.250000,-4.483300
8750454,CRUAS CENTRE,,
8774120,CRUET,45.516700,6.083300
8749126,CUBZAC LES PONTS,44.966700,-0.450000
8775535,CUERS PIERREFEU,43.400000,6.033300
8748145,CUGAND,47.066700,-1.250000
8734241,CUINCHY,50.516700,2.750000
8771828,CUISEAUX,46.500000,5.400000
8714212,CULMONT CHALINDREY,47.833300,5.666700
8774107,CULOZ,45.916700,5.808300
8743513,CULT,,
8744282,CUNAC LANEL,,
8383033,CUNEO,42.830000,12.830000
8748780,CUON CENTRE,47.483300,-0.100000
8731631,CURCHY DRESLINCOURT,49.766700,2.866700
8717510,CUREL,48.500000,5.133300
8720467,CUSSY LES FORGES,47.466700,4.033300
8721527,CUTTING,48.850000,6.833300
8716499,CUZAC ENLET,,
8749988,CUZY BUREAU DE TABAC,,
8728678,CYSOING,50.550000,3.266700
8721455,DACHSTEIN,48.516700,7.533300
8721421,DAMBACH LA VILLE,48.333300,7.433300
8714249,DAMBLAIN,48.100000,5.650000
8761548,DAMIATTE ST PAUL,43.600000,1.883300
8727153,DAMMARTIN JUILLY,1000.000000,1000.000000
8741918,DAMPIERRE ST NICOLAS,49.950000,1.333300
8714342,DAMPIERRE SUR SALON,47.600000,5.733300
8730757,DAMVILLE PL DE LA HALLE,48.866700,1.066700
8731636,DANCOURT,49.900000,1.550000
8757512,DANGE,47.750000,1000.000000
8741402,DANNE ET  VENTS,,
8718225,DANNEMARIE,47.633300,7.133300
8771831,DANNEMARIE VELESMES,47.266700,5.783300
8731708,DANNES CAMIERS,50.566700,1.616700
8731504,DAOURS,49.900000,2.483300
8772144,DARDILLY LE JUBIN,45.800000,4.733300
8772148,DARDILLY LES MOUILLES,45.800000,4.733300
7070014,DARLINGTON,51.500000,-0.117000
8080242,DARMSTADT HBF,51.000000,9.000000
8717445,DARNIEULLES,48.200000,6.350000
8740595,DARNIEULLES STATION SCE,48.183300,6.450000
8773467,DARSAC,45.200000,3.700000
8721498,DAUDES,48.250000,4.200000
8723339,DAVEZIEUX,45.250000,4.716700
8767320,DAX,43.716700,-1.050000
8734182,DAX ROND POINT HOPITAL,43.716700,-1.050000
8744437,DEAUVILLE,49.366700,0.083300
8761367,DECAZEVILLE CENTRE,44.550000,2.250000
8714648,DECAZEVILLE CITE COMBET,,
8714649,DECAZEVILLE CITE VITARE,,
8761369,DECAZEVILLE FONTVERGNE,44.550000,2.250000
8743999,DECAZEVILLE LYCEE POLYV,,
8714652,DECAZEVILLE PCE WILSON,,
5454240,DECIN HALVNI N,49.750000,15.500000
8769648,DECIZE,46.816700,3.366700
8749989,DECIZE CAFE BEL AIRE,,
8749990,DECIZE LYCEE,,
8749991,DECIZE VILLE,,
8761317,DEGAGNAC,44.666700,1.316700
8714470,DEINVILLERS,48.416700,6.550000
8585109,DELEMONT,47.000000,8.000000
8080244,DELMENHORST,51.000000,9.000000
8771842,DELUZ,47.300000,6.200000
8745060,DEMU CENTRE,,
8484282,DEN HAAG CS,52.500000,5.750000
8484280,DEN HAAG HS,52.500000,5.750000
8734345,DENAIN,50.333300,3.383300
8775863,DENFERT ROCHEREAU,48.800000,2.333300
8756297,DENNEVY,,
8730462,DEOLS,46.833300,1.700000
8729714,DERCY FROIDMONT,49.700000,3.683300
8383242,DESENZANO DEL GARDA SIR,42.830000,12.830000
8023723,DESSAU HBF,,
8719962,DESTRY,48.950000,6.583300
8721218,DETTWILLER,48.716700,7.466700
8727634,DEUIL MONTMAGNY,48.966700,2.350000
8728718,DEULEMONT,50.733300,2.950000
8739716,DEVECEY,47.333300,6.016700
8717206,DEVILLE,49.883300,4.700000
8744365,DEYME RN,,
8771396,DEZIZE,46.916700,4.650000
8383331,DIANO MARINA,42.830000,12.830000
8714164,DIARVILLE,48.400000,6.133300
8776184,DIE,44.516700,5.633300
8719353,DIEBLING,49.116700,6.933300
8747686,DIEBLING MAISON FORESTI,,
8740733,DIEDENDORFF,48.933300,7.083300
8721566,DIEMERINGEN,48.933300,7.183300
8741501,DIEPPE,49.933300,1.083300
8585508,DIETIKON,47.000000,8.000000
8714181,DIEULOUARD,48.816700,6.116700
8761168,DIEUPENTALE,43.858300,0.966700
8282920,DIFFERDANGE,,
9921024,DIGNE,,
8775627,DIGNE CFP,44.000000,6.000000
8775149,DIGNE SNCF,44.100000,6.166700
8769469,DIGOIN,46.633300,3.966700
8747869,DIGOIN LYCEE,,
8771304,DIJON,47.316700,5.016700
8771300,DIJON PORTE NEUVE,47.316700,5.016700
8771304,DIJON VILLE,47.316700,5.016700
8747816,DINAN,48.450000,-2.133300
8747823,DINARD OFFICE TOURISME,48.633300,-2.066700
8747804,DINGE,48.350000,-1.716700
8769643,DIOU ALLIER,46.533300,3.750000
8759704,DIOU INDRE,47.050000,2.050000
8747401,DIRINON,48.400000,-4.266700
8769662,DIROL,47.300000,3.733300
9903145,DISNEYLAND,,
8757519,DISSAY VIENNE,46.700000,0.433300
8719132,DISTROFF,49.333300,6.266700
8740674,DISTROFF EGLISE,49.366700,6.166700
8744441,DIVES CABOURG,49.283300,-0.100000
8733737,DIVES SUR MER PORT GUIL,49.283300,-0.100000
8774534,DIVONNE LES BAINS,46.366700,6.133300
7979208,DOBOVA,46.120000,14.820000
8714403,DOCELLES CHENIMENIL,48.166700,6.600000
8731624,DOINGT,49.916700,2.966700
8747807,DOL DE BRETAGNE,48.550000,-1.750000
8771343,DOLE LA BEDUGUE,47.100000,5.500000
8771341,DOLE VILLE,47.100000,5.500000
8767416,DOLLEREN,47.800000,6.933300
8734698,DOLUS D OLERON,45.930000,-1.250000
8721525,DOLVING,48.766700,7.016700
8774646,DOMANCY,45.916700,6.650000
8714111,DOMBASLE SUR MEURTHE,48.616700,6.416700
8771821,DOMBLANS VOITEUR,46.750000,5.666700
8774146,DOMESSIN LE BONNARD,45.533300,5.700000
8721565,DOMFESSEL,48.950000,7.150000
8727911,DOMFRONT DOMELIEN,49.600000,2.566700
8744823,DOMFRONT ORNE,48.600000,-0.650000
8741919,DOMFRONT ORNE CENTRE,48.600000,-0.650000
8739620,DOMFRONT SARTHE,48.100000,0.016700
8714170,DOMGERMAIN,48.650000,5.816700
8740572,DOMGERMAIN BOIS LE COMT,48.650000,5.816700
8711724,DOMMARIEN,47.683300,5.350000
8740580,DOMMARTIN FRANOULD,48.016700,6.583300
8771376,DOMMARTIN LES CUISEAUX,46.483300,5.383300
8772173,DOMMARTIN LISSIEU,45.833300,4.716700
8731610,DOMMARTIN REMIENCOURT,49.783300,2.400000
8714624,DOMMARTIN VOSGES,48.000000,6.650000
8733296,DOMMERVILLE CRT AGR,48.316700,2.000000
8721528,DOMNON LES DIEUZE,48.850000,6.833300
8383136,DOMODOSSOLA,42.830000,12.830000
8585276,DOMODOSSOLA SUISSE,,
8727643,DOMONT,49.033300,2.333300
8714477,DOMPAIRE,48.216700,6.216700
8740596,DOMPAIRE RTE MIRECOURT,48.183300,6.450000
8747163,DOMPIERRE DU CHEMIN,48.283300,-1.250000
8729577,DOMPIERRE NORD,50.141700,3.866700
8731518,DOMPIERRE OISE,49.600000,2.533300
8769642,DOMPIERRE SEPT FONS,46.516700,3.683300
8748500,DOMPIERRE SUR MER,46.166700,-1.150000
8714136,DOMREMY LA PUCELLE,48.450000,5.700000
8728643,DON SAINGHIN,50.550000,2.916700
8080254,DONAUESCHINGEN,51.000000,9.000000
7070018,DONCASTER,51.500000,-0.117000
8717223,DONCHERY,49.700000,4.866700
8748172,DONGES,47.300000,-2.066700
8714227,DONJEUX,48.366700,5.150000
8744363,DONNEVILLE MAIRIE,,
8776429,DONZERE,44.450000,4.716700
8768423,DORDIVES,48.150000,2.766700
8484180,DORDRECHT,52.500000,5.750000
8740542,DORE L EGLISE,,
8721433,DORLISHEIM,48.533300,7.483300
8717151,DORMANS,49.150000,3.733300
8181549,DORNBIRN,47.200000,13.200000
8774356,DORTAN LAVANCIA,1000.000000,1000.000000
8080257,DORTMUND HBF,51.000000,9.000000
8721251,DOSSENHEIM SUR ZINSEL,48.800000,7.400000
8734500,DOUAI,50.516700,2.966700
8747990,DOUARNENEZ OFFICE TOUR,48.100000,-4.333300
8774172,DOUCY,45.483300,6.533300
8741161,DOUDEVILLE,49.700000,0.816700
8761371,DOUELLE,44.466700,1.366700
8716879,DOUELLE CESSAC,,
8716877,DOUELLE LES BORIES,,
8754552,DOURDAN,48.533300,2.016700
8754017,DOURDAN LA FORET,48.533300,2.016700
8734516,DOURGES,50.433300,2.983300
8744906,DOURGNE EN CALCAT,,
8771844,DOUVOT,47.316700,6.283300
8759528,DOUZILLAC,45.083300,0.416700
8717232,DOUZY,49.666700,5.050000
7070100,DOVER PRIORY,51.500000,-0.117000
8769455,DRACY ST LOUP,47.016700,4.333300
8742020,DRACY ST LOUP MAIRIE,,
8727140,DRANCY,48.933300,2.450000
8798654,DRANCY CENTRE,,
8775677,DRAP CANTARON,43.833300,7.300000
8799149,DRAVEIL EGLISE,,
8747677,DREFFEAC,47.466700,-2.066700
8746297,DREFFEAC EGLISE,,
8006050,DRESDEN HBF,,
8006216,DRESDEN NEUSTADT,,
8731607,DREUIL LES AMIENS,49.916700,2.233300
9904054,DREUX,,
8713780,DREUX GARE ROUTIERE,48.733300,1.366700
8739348,DREUX SNCF,48.850000,1.550000
8735855,DROUE CENTRE,48.000000,1.100000
8711778,DROUILLY,48.766700,4.516700
8721235,DRUSENHEIM,48.766700,7.950000
8749992,DRUY PARIGNY DARDAULT,,
8757161,DRUYE,47.316700,0.516700
8080270,DUISBURG HBF,51.000000,9.000000
8772668,DUNIERES,45.133300,4.233300
8740763,DUNIERES VILLE,,
8728100,DUNKERQUE,51.050000,2.366700
8721453,DUPPIGHEIM,48.533300,7.583300
8761383,DURAVEL,44.516700,1.083300
8716884,DURAVEL PL FOIRAIL,,
8710199,DURDAT LAREQUILLE,,
8080259,DUREN,51.000000,9.000000
8764144,DURTOL NOHANENT,45.800000,3.050000
8080260,DUSSELDORF,51.000000,9.000000
8721454,DUTTLENHEIM,48.516700,7.566700
8769472,DYO,46.350000,4.283300
8767200,EAUX BONNES,43.300000,-0.366700
8746476,EAUZE,,
8728146,EBBLINGHEM,50.733300,2.400000
7015440,EBBSFLEET INTERNATIONAL,51.433000,0.367000
8721410,EBERSHEIM,48.283300,7.600000
8719137,EBERSVILLER,49.283300,6.400000
8740675,EBERSVILLER CENTRE,49.300000,6.533300
8719401,EBRING,49.133300,6.833300
8774526,ECHENEVEX,46.316700,6.033300
8769962,ECHEVANNES,47.533300,5.166700
8732177,ECHILLAIS,45.900000,-0.950000
8772589,ECHIROLLES,45.133300,5.716700
8774113,ECOLE EN BAUGES,45.700000,5.916700
8775882,ECOLE POLYTECHNIQUE,48.710000,2.220000
8739656,ECOMMOY,47.833300,0.266700
8774267,ECORANS,46.133300,5.900000
8744454,ECOUCHE,48.666700,-0.100000
8739171,ECOUCHE CENTRE,48.716700,-0.133300
8727639,ECOUEN EZANVILLE,49.016700,2.383300
8748411,ECOUFLANT,47.533300,-0.533300
8714336,ECUELLE,47.550000,5.550000
8772150,ECULLY LA DEMI LUNE,45.766700,4.766700
7070020,EDINBURGH,51.500000,-0.117000
8759416,EGLETONS,45.316700,2.016700
8754547,EGLY,48.583300,2.216700
8721331,EGUELSHARDT,49.016700,7.500000
8759715,EGUZON,46.416700,1.550000
8721423,EICHHOFFEN,48.383300,7.433300
8484001,EIJSDEN,52.500000,5.750000
8484206,EINDHOVEN,52.500000,5.750000
8714120,EINVAUX,48.466700,6.400000
8016077,EISENACH,,
8741457,ELANCOURT LA PASSERELLE,,
8741456,ELANCOURT LA PTE VILLED,,
8741450,ELANCOURT NLE AMSTERDAM,,
8741117,ELBEUF ST AUBIN,49.283300,1.000000
8778420,ELNE,42.600000,2.966700
8714443,ELOYES,48.100000,6.616700
7162103,ELX PARC,40.000000,-4.000000
8714118,EMBERMENIL,48.633300,6.700000
8776346,EMBRUN,44.566700,6.500000
8743314,EMERAINVILLE P COMB NOC,,
8711604,EMERAINVILLE PONTAULT C,48.816700,2.616700
8080279,EMMERICH,51.000000,9.000000
8383317,EMPOLI,42.830000,12.830000
8719380,ENCHENBERG,49.016700,7.333300
8740694,ENCHENBERG CARREFOUR,49.016700,7.333300
8740695,ENCHENBERG MAIRIE,49.016700,7.333300
8778338,ENGAYRESQUE,44.316700,3.066700
8727602,ENGHIEN LES BAINS,48.966700,2.316700
8774700,ENGINS,45.166700,5.716700
8728727,ENNEVELIN,50.533300,3.133300
8774100,ENTREMONTS LE VIEUX,45.566700,5.933300
8775949,ENTREVAUX,43.950000,6.816700
9434009,ENTRONCAMENTO,,
8778489,ENTVEIG VILLAGE BENA FA,42.466700,1.916700
8721452,ENTZHEIM AEROPORT,48.533300,7.633300
8757535,EPANVILLIERS,46.200000,0.250000
8717155,EPERNAY,49.050000,3.950000
8739411,EPERNON,48.516700,1.750000
8721422,EPFIG,48.366700,7.400000
8774128,EPIERRE ST LEGER,45.460000,1000.000000
8740609,EPIEZ SUR CHIERS,49.433300,5.600000
8753640,EPINAC HAUTS DES CHAMPS,,
8753639,EPINAC LA GARENNE,,
8753641,EPINAC QUARTIER DINAY,,
8714400,EPINAL,48.183300,6.450000
8798700,EPINAY CARR  JUIN,,
8798657,EPINAY CYGNE D ENGHIEN,,
8799608,EPINAY SOUS SENART,48.683300,2.516700
8754522,EPINAY SUR ORGE,48.666700,2.333300
8727114,EPINAY SUR SEINE,48.950000,2.308300
8727112,EPINAY VILLETANEUSE,48.950000,2.308300
8727614,EPLUCHES,49.050000,2.100000
8771327,EPOISSES,47.533300,4.216700
8738676,EPONE MEZIERES,48.950000,1.816700
8741373,EPOUVILLE,49.566700,0.216700
8733139,EPUISAY,47.900000,0.933300
8741920,ERAGNY BAZINCOURT  CAR,49.316700,1.766700
8738141,ERAGNY NEUVILLE,49.010000,1000.000000
8743286,ERAGNY SUR OISE NOCTIL,,
8723214,ERCE,42.850000,1.300000
8713714,ERCE MAIRIE,,
8016043,ERFURT HBF,,
8080288,ERLANGEN,51.000000,9.000000
9903009,ERMONT EAUBONNE,,
8727605,ERMONT EAUBONNE PN ET C,48.983300,2.266700
8753413,ERMONT EAUBONNE PSL,,
8727658,ERMONT HALTE,48.983300,2.266700
8747444,ERNEE,48.300000,-0.933300
8747300,ERQUY,48.450000,-2.750000
8778484,ERR,42.430000,1000.000000
8721414,ERSTEIN,48.433300,7.666700
8585759,ERSTFELD,47.000000,8.000000
8711841,ERVY LE CHATEL GARE,48.033300,3.916700
8711034,ERVY LE CHATEL HALLE,48.016700,3.916700
8711632,ESBLY,48.900000,2.816700
8761170,ESCALQUENS,43.566700,1.600000
8734549,ESCAUDOEUVRES,50.200000,3.266700
8282640,ESCH SUR ALZETTE,,
8727209,ESCHES,49.216700,2.166700
8717732,ESCONDEAUX,,
8767275,ESCOT,43.083300,-0.600000
8745059,ESPAS RN,,
8761521,ESPERAZA,42.933300,2.216700
8716891,ESPERE,,
8761321,ESPERE CAILLAC,44.500000,1.366700
8767252,ESPES UNDUREIN,43.266700,-0.883300
9494028,ESPINHO,39.500000,-8.000000
8728111,ESQUELBECQ,50.900000,2.550000
8888002,ESSEN,50.830000,4.000000
8080292,ESSEN HBF,51.000000,9.000000
8768160,ESSONNES ROBINSON,1000.000000,1000.000000
9494026,ESTARREJA,,
8778482,ESTAVAR,42.466700,1.983300
8717087,ESTENOS,,
8746467,ESTILLAC,,
8731338,ESTREES ST DENIS,49.400000,2.683300
8772257,ESTRESSIN,45.510000,1000.000000
8757142,ESVRES,47.283300,0.783300
8747300,ETABLES,48.450000,-2.750000
8717579,ETAIN,49.216700,5.633300
8745882,ETAIN CENTRE,,
8741332,ETAINHUS ST ROMAIN,49.500000,0.416700
8771993,ETAIS,47.700000,4.433300
8771853,ETALANS,47.133300,6.166700
8754513,ETAMPES,48.266700,1.966700
8798688,ETAMPES CROIX VERNAILLE,,
8769414,ETANG,46.866700,4.183300
8731706,ETAPLES LE TOUQUET,50.516700,1.650000
8731622,ETERPIGNY,49.883300,2.916700
8768320,ETIGNY VERON,48.133300,3.283300
8714464,ETIVAL CLAIREFONTAINE,48.366700,7.033300
8772526,ETIVEAU,48.180000,1000.000000
8776122,ETOILE,44.833300,4.900000
8754514,ETRECHY,48.500000,2.200000
8741301,ETRETAT,49.500000,0.133300
8748415,ETRICHE CHATEAUNEUF,47.700000,-0.450000
8767282,ETSAUT,42.908300,-0.575000
8721382,ETTENDORF,48.816700,7.583300
8731676,EU LA MOUILLETTE,50.050000,1.416700
8731753,EU SEINE MARITIME,50.083300,1.500000
9903145,EURODISNEY,,
8717514,EURVILLE,48.566700,5.050000
8710746,EURVILLE MAIRIE,48.560000,1000.000000
8764182,EVAUX LES BAINS,46.183300,2.550000
8774567,EVIAN LES BAINS,46.383300,6.583300
8774626,EVIRES,46.033300,6.233300
8738700,EVREUX NORMANDIE,49.016700,1.150000
8747855,EVRON,48.150000,-0.316700
8768136,EVRY,48.633300,2.450000
8768138,EVRY COURCOURONNES,48.633300,2.450000
8797794,EVRY PYRAMIDES,,
8759288,EXIDEUIL SUR VIENNE,45.883300,0.683300
8723209,EYCHEIL,42.966700,1.166700
8746526,EYGUN,,
8745184,EYGURANDE BOURG,,
8764124,EYGURANDE MERLINES,45.666700,2.466700
8759212,EYMOUTIERS VASSIVIERE,45.783300,1.700000
8741786,EYREIN,,
8775638,EZE,43.716700,7.366700
8758247,FACTURE BIGANOS,44.742900,-1.100000
8383422,FAENZA,42.830000,12.830000
8585094,FAIDO,47.000000,8.000000
8740676,FALCK RUE PRINCIPALE,49.233300,6.633300
8383420,FALCONARA MARITTIMA,42.830000,12.830000
8731619,FAMECHON,49.750000,2.050000
8383421,FANO,42.830000,12.830000
8734252,FARBUS,50.366700,2.866700
8719351,FAREBERSVILLER,49.116700,6.850000
8740686,FAREBERSVILLER CITE,49.116700,6.850000
8740688,FAREBERSVILLER MOULIN,49.133300,6.833300
8711627,FAREMOUTIERS POMMEUSE,48.800000,3.000000
8774514,FARGES,46.183300,5.966700
8719352,FARSCHVILLER,49.100000,6.900000
8740689,FARSCHVILLER CENTRE,49.133300,6.833300
9494014,FATIMA,39.500000,-8.000000
8757617,FAUBOURG D ORLEANS,47.000000,1.000000
8761104,FAUGA,43.400000,1.283300
8719335,FAULQUEMONT,49.050000,6.600000
8731638,FAVEROLLES,49.650000,1000.000000
8716687,FAYCELLES,,
8711037,FAYS LA CHAPELLE,48.133300,4.016700
8741354,FECAMP,49.750000,0.366700
8721226,FEGERSHEIM LIPSHEIM,48.483300,7.716700
8181888,FELDKIRCH,47.200000,13.200000
8742043,FELINES LA REMISE,,
8718262,FELLERING,47.900000,6.983300
8759784,FELLETIN,45.766700,2.283300
8741779,FELLETIN ECOLE METIERS,,
8721540,FENETRANGE,48.850000,7.016700
8740712,FENETRANGE CARREF ETANG,48.850000,7.016700
8740697,FENETRANGE GENDARMERIE,48.850000,7.016700
8747687,FENETRANGE MAIRIE,,
8740698,FENETRANGE PENSIONNAT,48.850000,7.016700
8774518,FENIERE,46.000000,6.000000
8740765,FENIERS,,
8744779,FENOUILLET RN,,
8761196,FENOUILLET ST ALBAN,43.683300,1.316700
8717287,FEPIN,50.016700,4.733300
8714452,FERDRUPT,47.900000,6.742900
8717137,FERE EN TARDENOIS,49.150000,3.483300
8715766,FERNEY CENTRE,46.250000,6.116700
8715815,FERNEY LYCEE,46.250000,6.116700
8383433,FERRARA,42.830000,12.830000
8767425,FERRIERES,49.583300,2.516700
8768424,FERRIERES FONTENAY,48.083300,2.783300
8731675,FEUQUEROLLES,50.066700,1.600000
8731374,FEUQUIERES BROQUIERS,49.650000,1.850000
8731750,FEUQUIERES EN VIMEU,50.100000,1.533300
8772687,FEURS,45.750000,4.233300
8772253,FEYZIN,45.666700,4.850000
8383423,FIDENZA,42.830000,12.830000
8761309,FIGEAC,44.766700,1.816700
8716550,FIGEAC LYC CHAMPOLLION,,
7171796,FIGUERAS,40.000000,-4.000000
7104307,FIGUERAS VILAFANT,,
8585034,FILISUR,47.000000,8.000000
8383318,FINALELIGURE MARINA,42.830000,12.830000
8501565,FINHAUT,47.000000,8.000000
8383384,FIRENZE CAMPO DI MARTE,42.830000,12.830000
8383386,FIRENZE RIFREDI,42.830000,12.830000
8383333,FIRENZE S M NOVELLA,42.830000,12.830000
8772672,FIRMINY,45.333300,4.200000
8717133,FISMES,49.333300,3.516700
8740766,FIX,,
8740659,FLABEUVILLE CARREFOUR,49.433300,5.600000
8774637,FLAINE,46.066700,6.600000
7171795,FLASSA,40.000000,-4.000000
8761306,FLAUJAC,44.666700,1.766700
8733699,FLAVIAC PLACE RENE CASS,44.750000,4.683300
8729687,FLAVY LE MARTEL,49.716700,3.166700
8718104,FLAXLANDEN,47.700000,7.316700
8080313,FLENSBURG,51.000000,9.000000
8721668,FLERE LA RIVIERE,47.016700,1.100000
8744800,FLERS,48.750000,-0.566700
8746239,FLEURANCE GENDARMERIE,,
8758633,FLEURANCE VIGNETTE,43.833300,0.666700
8772156,FLEURIEUX SUR ARBRESLE,45.833300,4.650000
8772566,FLEURVILLE PONT DE VAUX,46.433300,4.766700
8769663,FLEZ CUZY TANNAY,47.383300,3.583300
8774523,FLIES,46.250000,6.016700
8771320,FLOGNY,47.900000,3.900000
8716546,FLOIRAC  COURS,,
8761302,FLOIRAC LOT,44.916700,1.650000
8383384,FLORENCE C MARTE,42.830000,12.830000
8383386,FLORENCE RIFREDI,42.830000,12.830000
8383333,FLORENCE S M NOVELLA,42.830000,12.830000
8585774,FLUELEN,47.000000,8.000000
8774164,FLUMET,45.683300,6.383300
8757610,FOECY,47.150000,2.133300
8383633,FOGGIA,42.830000,12.830000
8761161,FOIX,42.900000,1.316700
8713080,FOIX CENTRE,,
7070130,FOLKESTONE CENTRAL,51.500000,-0.117000
8744764,FOLLIGNY,48.816700,-1.416700
8383319,FOLLONICA,42.830000,12.830000
8744281,FONCOUVERTE,,
8774700,FOND DE FRANCE,45.166700,5.716700
8777537,FONS ST MAMERT,43.816700,4.216700
8778481,FONT ROMEU ODEILLO VIA,42.000000,2.000000
8700226,FONT ROMEU VILLE,42.500000,2.016700
8731646,FONTAINE LAVAGANNE,49.600000,1.933300
8768242,FONTAINE LE PORT,48.483300,2.766700
8775876,FONTAINE MICHALON,100.000000,1000.000000
8749115,FONTAINE OZILLAC,45.383300,-0.383300
8731609,FONTAINE SUR SOMME,50.033300,1.933300
8768221,FONTAINEBLEAU AVON,48.400000,2.700000
8748563,FONTAINES CENTRE VENDEE,46.416700,-0.816700
8771358,FONTAINES MERCUREY,46.850000,4.766700
8775685,FONTAN SAORGE,44.000000,7.550000
8741781,FONTANIERES,,
8773185,FONTANNES,45.291700,3.425000
8774232,FONTCOUVERTE,45.283300,6.350000
8775871,FONTENAY AUX ROSES,48.783300,2.283300
9909012,FONTENAY LE COMTE,,
8748561,FONTENAY LE COMTE PEMU,46.616700,-0.766700
8748990,FONTENAY LE COMTE ROUTI,46.466700,-0.816700
8746298,FONTENAY LE COMTE SANTE,,
8739340,FONTENAY LE FLEURY,48.816700,2.050000
8743319,FONTENAY LE PERREUX NOC,,
8775812,FONTENAY SOUS BOIS,48.850000,2.483300
8714105,FONTENOY SUR MOSELLE,48.716700,5.983300
8719436,FONTOY,49.466700,5.950000
8778476,FONTPEDROUSE ST THOMAS,42.516700,2.183300
8719300,FORBACH,49.183300,6.900000
8719390,FORBACH FRONTIERE,,
8745901,FORCALQUIER,,
8767284,FORGES D ABEL,42.908300,-0.575000
8741138,FORGES LES EAUX,49.533300,1.516700
8383440,FORLI,42.830000,12.830000
8731383,FORMERIE,49.666700,1.766700
8383533,FORMIA,42.830000,12.830000
8778479,FORMIGUERES,42.510000,1000.000000
8776235,FORNACINA,42.650000,9.416700
8748532,FORS,46.233300,-0.400000
8731740,FORT MAHON,50.333300,1.683300
8383216,FORTEZZA FRANZENFESTE,42.830000,12.830000
8775344,FOS SUR MER,43.433300,4.950000
8383041,FOSSANO,42.830000,12.830000
8741337,FOUCART ALVIMARE,49.600000,0.633300
8721473,FOUDAY,48.416700,7.216700
8734628,FOUESNANT BEG MEIL,47.900000,-4.016700
8734627,FOUESNANT MAIRIE,47.900000,-4.016700
8714103,FOUG,48.683300,5.783300
8747120,FOUGERAY LANGON,47.766700,-1.683300
8748631,FOUGERE,46.650000,-1.233300
8747160,FOUGERES,48.350000,-1.383300
8731384,FOUILLOY,49.900000,2.500000
8727999,FOULAIN RN,48.033300,5.216700
8734220,FOUQUEREUIL,50.533300,2.616700
8748514,FOURAS,45.933300,-0.983300
8769622,FOURCHAMBAULT,47.016700,3.083300
8729504,FOURMIES,50.066700,4.183300
8744503,FOURNEAUX,1000.000000,1000.000000
8746532,FOURQUES PONT DE SABLE,,
8769651,FOURS,46.816700,3.716700
8772673,FRAISSE UNIEUX,44.933300,0.300000
8776202,FRANCARDO,42.400000,9.183300
