#Nom de la gare^Type^Région^Latitude^Longitude
Bois-Colombes^Gare Ferroviaire de Voyageurs^Ile de France^48.91373^2.27191
Bois-d'Oingt-Légny^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.90649^4.57517
Bois-le-Roi^Gare Ferroviaire de Voyageurs^Ile de France^48.47556^2.69199
Boisleux^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.21064^2.77110
Boisseaux^Gare Ferroviaire de Voyageurs^Centre^48.25647^1.97296
Boisset (Cantal)^Gare Ferroviaire de Voyageurs^Auvergne^44.78696^2.25032
Boissise-le-Roi^Gare Ferroviaire de Voyageurs^Ile de France^48.52942^2.57305
Boissy-l'Aillerie^Gare Ferroviaire de Voyageurs^Ile de France^49.07593^2.02452
Bolbec-Nointot^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.59170^0.48492
Bollène-la-Croisière^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.27151^4.70810
Bollwiller^Gare Ferroviaire de Voyageurs^Alsace^47.85671^7.26731
Bologne^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.19858^5.13426
Bolquère-Eyne^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.49778^2.09188
Bondy^Gare Ferroviaire de Voyageurs^Ile de France^48.89385^2.47876
Bonnard-Bassou^Gare Ferroviaire de Voyageurs^Bourgogne^47.92703^3.54030
Bonnemain^Gare Ferroviaire de Voyageurs^Bretagne^48.47709^-1.76586
Bonneval^Gare Ferroviaire de Voyageurs^Centre^48.18630^1.38613
Bonneville^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.07785^6.41691
Bonnières^Gare Ferroviaire de Voyageurs^Ile de France^49.03875^1.58131
Bons-en-Chablais^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.27000^6.36642
Bonson^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.52246^4.21629
Boran-sur-Oise^Gare Ferroviaire de Voyageurs^Picardie^49.16730^2.36253
Bordeaux-St-Jean^Gare Ferroviaire de Voyageurs^Aquitaine^44.82582^-0.55601
Ravezies^Gare Ferroviaire de Voyageurs^Aquitaine^44.86664^-0.57741
Bords^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.89470^-0.79884
Bornel-Belle-Église^Gare Ferroviaire de Voyageurs^Picardie^49.19450^2.20688
Bouaye^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.13778^-1.67982
Bouchain^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.27826^3.33197
Boucoiran^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.99236^4.18765
Bouffemont-Moisselles^Gare Ferroviaire de Voyageurs^Ile de France^49.04499^2.32323
Bougival^Gare Ferroviaire de Voyageurs^Ile de France^48.85402^2.13205
Boulainvilliers^Gare Ferroviaire de Voyageurs^Ile de France^48.85716^2.27484
Boulevard-Victor^Gare Ferroviaire de Voyageurs^Ile de France^48.84105^2.27185
Boulogne-Tintelleries^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.72711^1.60961
Boulogne-Ville^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.71561^1.61033
Boulouris-sur-Mer^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.41633^6.80834
Bouray^Gare Ferroviaire de Voyageurs^Ile de France^48.53325^2.29031
Bourbourg^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.95274^2.19503
Bourg-Bruche^Gare Ferroviaire de Voyageurs^Alsace^48.36032^7.13714
Bourg-en-Bresse^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.20007^5.21513
Bourges^Gare Ferroviaire de Voyageurs^Centre^47.09437^2.39418
Bourg-Lastic-Messeix^Gare Ferroviaire de Voyageurs^Auvergne^45.62753^2.56000
Bourg-Madame^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.43003^1.95360
Bourgneuf-en-Retz^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.04687^-1.95494
Bourgoin-Jallieu^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.58373^5.27401
Bourg-St-Maurice^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.61953^6.77146
Bourgtheroulde-Thuit-Hébert^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.31750^0.83967
Bournezeau^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.65148^-1.17846
Bourron-Marlotte-Grez^Gare Ferroviaire de Voyageurs^Ile de France^48.33267^2.69346
Bourth^Gare Ferroviaire de Voyageurs^Haute-Normandie^48.76543^0.80594
Boussay-La Bruffière^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.05061^-1.18351
Boussens^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.17964^0.97219
Boussy-St-Antoine^Gare Ferroviaire de Voyageurs^Ile de France^48.68098^2.53301
Bouthéon^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.52434^4.27714
Boutigny^Gare Ferroviaire de Voyageurs^Ile de France^48.43491^2.37655
Bouvines^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.57313^3.20232
Bouy^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.09081^4.35360
Bouzonville^Gare Ferroviaire de Voyageurs^Lorraine^49.28924^6.53253
Boves^Gare Ferroviaire de Voyageurs^Picardie^49.84727^2.39829
Bram^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.24383^2.11982
Brandérion^Gare Ferroviaire de Voyageurs^Bretagne^47.78232^-3.19509
Brassac-les-Mines-Ste-Florine^Gare Ferroviaire de Voyageurs^Auvergne^45.41448^3.33122
Brax-Léguevin^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.61510^1.23607
Brazey-en-Plaine^Gare Ferroviaire de Voyageurs^Bourgogne^47.13176^5.21183
Bréauté-Beuzeville^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.60357^0.41684
Brebières-Sud^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.33631^3.01355
Breil-sur-Roya^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.94432^7.51649
Breitenbach (Haut-Rhin)^Gare Ferroviaire de Voyageurs^Alsace^48.02883^7.10427
Brélidy-Plouëc^Gare Ferroviaire de Voyageurs^Bretagne^48.66907^-3.19620
Bressuire^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.83717^-0.49648
Brest^Gare Ferroviaire de Voyageurs^Bretagne^48.38808^-4.47892
Breteil^Gare Ferroviaire de Voyageurs^Bretagne^48.14037^-1.89764
Bretenoux-Biars^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.92756^1.84420
Breteuil-Embranchement^Gare Ferroviaire de Voyageurs^Picardie^49.62665^2.38411
Brétigny^Gare Ferroviaire de Voyageurs^Ile de France^48.60624^2.30193
Brétigny-Norges^Gare Ferroviaire de Voyageurs^Bourgogne^47.38963^5.10976
Bretoncelles^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.43293^0.89317
Bretteville-Norrey^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.20317^-0.51211
Breuillet-Bruyères-le-Châtel^Gare Ferroviaire de Voyageurs^Ile de France^48.57780^2.19283
Breuillet-Village^Gare Ferroviaire de Voyageurs^Ile de France^48.56481^2.17132
Breuil-Romain^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.30853^3.76604
Bréval^Gare Ferroviaire de Voyageurs^Ile de France^48.94413^1.54302
Briançon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.88961^6.63263
Briare^Gare Ferroviaire de Voyageurs^Centre^47.64650^2.73370
Brignac^Gare Ferroviaire de Voyageurs^Limousin^45.86288^1.44175
Brignais^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.67354^4.76352
Brignoud^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.26259^5.90134
Brimeux^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.44687^1.83174
Brion-Laizy^Gare Ferroviaire de Voyageurs^Bourgogne^46.90852^4.20679
Brion-Montréal-la-Cluse^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.17598^5.55886
Brionne (Eure)^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.19635^0.71157
Brion-près-Thouet^Gare Ferroviaire de Voyageurs^Poitou-Charentes^47.04872^-0.18490
Brioude^Gare Ferroviaire de Voyageurs^Auvergne^45.30069^3.37895
Briouze^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.70200^-0.36744
Brive-la-Gaillarde^Gare Ferroviaire de Voyageurs^Limousin^45.15262^1.52814
Broons^Gare Ferroviaire de Voyageurs^Bretagne^48.33336^-2.23642
Brou^Gare Ferroviaire de Voyageurs^Centre^48.21712^1.16150
Broye^Gare Ferroviaire de Voyageurs^Bourgogne^46.86230^4.29499
Bruges^Gare Ferroviaire de Voyageurs^Aquitaine^44.88600^-0.60894
Brumath^Gare Ferroviaire de Voyageurs^Alsace^48.73218^7.70038
Brunémont^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.27818^3.14636
Brunoy^Gare Ferroviaire de Voyageurs^Ile de France^48.69947^2.50644
Brunstatt^Gare Ferroviaire de Voyageurs^Alsace^47.71979^7.31414
Bruyères (Vosges)^Gare Ferroviaire de Voyageurs^Lorraine^48.20493^6.71888
Bruyères-sur-Oise^Gare Ferroviaire de Voyageurs^Ile de France^49.15520^2.32707
Bruz^Gare Ferroviaire de Voyageurs^Bretagne^48.02852^-1.75199
Bueil^Gare Ferroviaire de Voyageurs^Haute-Normandie^48.92556^1.44317
Bugeat^Gare Ferroviaire de Voyageurs^Limousin^45.60047^1.92454
Buire-sur-l'Ancre^Gare Ferroviaire de Voyageurs^Picardie^49.96510^2.59907
Bully-Grenay^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.44898^2.73222
Buno-Gironville^Gare Ferroviaire de Voyageurs^Ile de France^48.37041^2.38656
Busigny^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.03947^3.44589
Bussac^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.21156^-0.36804
Busseau-sur-Creuse^Gare Ferroviaire de Voyageurs^Limousin^46.12309^2.02311
Bussière-Galant^Gare Ferroviaire de Voyageurs^Limousin^45.60759^1.02607
Buzy-en-Béarn^Gare Ferroviaire de Voyageurs^Aquitaine^43.14831^-0.45604
Byans^Gare Ferroviaire de Voyageurs^Franche-Comté^47.11827^5.85219
Cadaujac^Gare Ferroviaire de Voyageurs^Aquitaine^44.75223^-0.53791
Caen^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.17655^-0.34826
Caffiers^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.85057^1.81133
Cagnes-sur-Mer^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.65715^7.14802
Cahors^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.44916^1.43325
Calais-Fréthun^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.90259^1.81129
Calais-Ville^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.95343^1.85139
Callac^Gare Ferroviaire de Voyageurs^Bretagne^48.40690^-3.41866
Calonne-Ricouart^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.48307^2.48183
Cambo-les-Bains^Gare Ferroviaire de Voyageurs^Aquitaine^43.36523^-1.39616
Cambrai^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.17700^3.24129
Campagnac-St-Geniez^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.42213^3.06370
Campagne^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.91625^2.20427
Cannes^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.55416^7.01862
Cannes-la-Bocca^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.54912^6.98573
Cantin^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.31243^3.12169
Cap-d'Ail^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.72072^7.39364
Capdenac^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.57896^2.07709
Cap-Martin-Roquebrune^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.76045^7.45723
Capvern^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.10358^0.32954
Carantilly-Marigny^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.06779^-1.24618
Carbonne^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.29838^1.21241
Carcassonne^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.21817^2.35243
Carentan^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.30181^-1.24209
Carhaix^Gare Ferroviaire de Voyageurs^Bretagne^48.27598^-3.56395
Carignan^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.62852^5.16847
Carmaux^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.04861^2.15199
Carnoët-Locarn^Gare Ferroviaire de Voyageurs^Bretagne^48.34030^-3.49070
Carnolès^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.76124^7.48090
Carnoules^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.29746^6.18703
Carry-le-Rouet^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.33684^5.15412
Casino-Lacroix-Laval^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.78843^4.72981
Cassel^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.78776^2.46003
Cassis^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.23399^5.55316
Castelnaudary^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.31206^1.95010
Castelnau-d'Estrétefonds^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.78616^1.34155
Castelsarrasin^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.04022^1.11450
Castillon^Gare Ferroviaire de Voyageurs^Aquitaine^44.85716^-0.04069
Castres (Tarn)^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.59916^2.23122
Cattenières^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.12811^3.33372
Caudéran-Mérignac^Gare Ferroviaire de Voyageurs^Aquitaine^44.84295^-0.62753
Caudrot^Gare Ferroviaire de Voyageurs^Aquitaine^44.58045^-0.14469
Caudry^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.11138^3.40963
Caulnes^Gare Ferroviaire de Voyageurs^Bretagne^48.28436^-2.15580
Caussade (Tarn-et-Garonne)^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.16231^1.53346
Cavaillon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.83470^5.04374
Cavignac^Gare Ferroviaire de Voyageurs^Aquitaine^45.10418^-0.38137
Cazères-sur-Garonne^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.21290^1.08278
Ceilhes-Roqueredonde^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.81065^3.15888
Ceintrey^Gare Ferroviaire de Voyageurs^Lorraine^48.52470^6.15727
Cenon^Gare Ferroviaire de Voyageurs^Aquitaine^44.85599^-0.53356
Cerbère^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.44277^3.16553
Cercottes^Gare Ferroviaire de Voyageurs^Centre^47.98716^1.88470
Cercy-la-Tour^Gare Ferroviaire de Voyageurs^Bourgogne^46.85781^3.64500
Cérences^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.92013^-1.42743
Cergy-le-Haut^Gare Ferroviaire de Voyageurs^Ile de France^49.04766^2.01078
Cergy-Préfecture^Gare Ferroviaire de Voyageurs^Ile de France^49.03665^2.07965
Cergy-St-Christophe^Gare Ferroviaire de Voyageurs^Ile de France^49.04985^2.03348
Cerizay^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.81732^-0.66748
Cernay (Haut-Rhin)^Gare Ferroviaire de Voyageurs^Alsace^47.80171^7.17394
Cernay (Val-d'Oise)^Gare Ferroviaire de Voyageurs^Ile de France^48.98528^2.25702
Cérons^Gare Ferroviaire de Voyageurs^Aquitaine^44.63298^-0.34112
Cessieu^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.56102^5.37544
Cesson^Gare Ferroviaire de Voyageurs^Ile de France^48.56587^2.59417
Cesson-Sévigné-Halte^Gare Ferroviaire de Voyageurs^Bretagne^48.11237^-1.60250
Ceyzériat^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.18346^5.32582
Cézy^Gare Ferroviaire de Voyageurs^Bourgogne^47.98559^3.33814
Chabanais^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.87256^0.71477
Chabenet^Gare Ferroviaire de Voyageurs^Centre^46.62656^1.50786
Chabons^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.43778^5.42840
Chabris^Gare Ferroviaire de Voyageurs^Centre^47.25666^1.64684
Chagny^Gare Ferroviaire de Voyageurs^Bourgogne^46.90735^4.74918
Chailly-Boissy-Le Châtel^Gare Ferroviaire de Voyageurs^Ile de France^48.81428^3.15191
Chaingy-Fourneaux-Plage^Gare Ferroviaire de Voyageurs^Centre^47.87749^1.78368
Chalais^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.27068^0.04339
Challans^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.84381^-1.87155
Chalonnes^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.34291^-0.74358
Châlons-en-Champagne^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.95547^4.34896
Chalon-sur-Saône^Gare Ferroviaire de Voyageurs^Bourgogne^46.78103^4.84316
Chamalières-sur-Loire^Gare Ferroviaire de Voyageurs^Auvergne^45.20556^3.99211
Chamarande^Gare Ferroviaire de Voyageurs^Ile de France^48.51466^2.21607
Champbenoist-Poigny^Gare Ferroviaire de Voyageurs^Ile de France^48.54574^3.28692
Chambéry-Challes-les-Eaux^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.57093^5.92054
Chamblet^Gare Ferroviaire de Voyageurs^Auvergne^46.31381^2.70150
Chambly^Gare Ferroviaire de Voyageurs^Picardie^49.16357^2.24037
Chamborigaud^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.30069^3.97937
Chambourg^Gare Ferroviaire de Voyageurs^Centre^47.18165^0.96543
Chamelet^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.98207^4.50719
Chamonix-Mont-Blanc^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.92256^6.87409
Chamousset^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.55760^6.20567
Champagné^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.01954^0.33456
Champagne-sur-Oise^Gare Ferroviaire de Voyageurs^Ile de France^49.13574^2.24208
Champagne-sur-Seine^Gare Ferroviaire de Voyageurs^Ile de France^48.40634^2.79977
Champagney^Gare Ferroviaire de Voyageurs^Franche-Comté^47.70315^6.70123
Champagnole^Gare Ferroviaire de Voyageurs^Franche-Comté^46.74939^5.91016
Champ-de-Courses-d'Enghien^Gare Ferroviaire de Voyageurs^Ile de France^48.97974^2.29175
Champigneulles^Gare Ferroviaire de Voyageurs^Lorraine^48.73507^6.16936
Champigny-sur-Yonne^Gare Ferroviaire de Voyageurs^Bourgogne^48.32417^3.13090
Champ-de-Mars-Tour-Eiffel^Gare Ferroviaire de Voyageurs^Ile de France^48.85869^2.29204
Champs-St-Bris^Gare Ferroviaire de Voyageurs^Bourgogne^47.73829^3.60355
Champtocé-sur-Loire^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.41021^-0.86789
Chanac^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.47338^3.34496
Changis-St-Jean^Gare Ferroviaire de Voyageurs^Ile de France^48.95930^3.02632
Chanteloup-les-Vignes^Gare Ferroviaire de Voyageurs^Ile de France^48.97029^2.02723
Chantenay^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.19671^-1.59596
Chantenay-St-Imbert^Gare Ferroviaire de Voyageurs^Bourgogne^46.72780^3.17237
Chantilly-Gouvieux^Gare Ferroviaire de Voyageurs^Picardie^49.18698^2.45957
Chantonnay^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.68997^-1.05461
Chapeauroux^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.83787^3.74165
Chaponost^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.69849^4.76451
Chaponval^Gare Ferroviaire de Voyageurs^Ile de France^49.06881^2.14056
Charbonnières-les-Bains^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.78226^4.73574
Charleville-Mézières^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.76788^4.72513
Charmes (Vosges)^Gare Ferroviaire de Voyageurs^Lorraine^48.37855^6.30193
Chars^Gare Ferroviaire de Voyageurs^Ile de France^49.16299^1.93670
Chartres^Gare Ferroviaire de Voyageurs^Centre^48.44881^1.48134
Chartrettes^Gare Ferroviaire de Voyageurs^Ile de France^48.48690^2.69597
Chasseneuil (Vienne)^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.65180^0.37282
Chasseneuil-sur-Bonnieure^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.82345^0.45207
Chasseradès^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.55397^3.83969
Chasse-sur-Rhône^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.58256^4.79550
Château-Arnoux-St-Auban^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.06082^5.99713
Châteaubourg^Gare Ferroviaire de Voyageurs^Bretagne^48.10616^-1.40529
Châteaubriant^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.71247^-1.37269
Château-du-Loir^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.68305^0.41582
Châteaudun^Gare Ferroviaire de Voyageurs^Centre^48.07353^1.33843
Château-Gaillard^Gare Ferroviaire de Voyageurs^Centre^48.14038^1.91204
Château-l'Évêque^Gare Ferroviaire de Voyageurs^Aquitaine^45.24471^0.68845
Châteaulin-Embranchement^Gare Ferroviaire de Voyageurs^Bretagne^48.20107^-4.09485
Châteauneuf-Bujaleuf^Gare Ferroviaire de Voyageurs^Limousin^45.76056^1.64525
Châteauneuf-sur-Charente^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.59998^-0.05020
Châteauneuf-sur-Cher^Gare Ferroviaire de Voyageurs^Centre^46.85577^2.31164
Château-Renault^Gare Ferroviaire de Voyageurs^Centre^47.58829^0.90160
Châteauroux^Gare Ferroviaire de Voyageurs^Centre^44.60968^6.53017
Château-Thierry^Gare Ferroviaire de Voyageurs^Picardie^49.03791^3.40941
Châtelaillon^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.07857^-1.09120
Châtelaudren-Plouagat^Gare Ferroviaire de Voyageurs^Bretagne^48.53320^-2.97415
Châtel-Censoir^Gare Ferroviaire de Voyageurs^Bourgogne^47.53766^3.63508
Châtellerault^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.81867^0.54959
Châtel-Nomexy^Gare Ferroviaire de Voyageurs^Lorraine^48.30755^6.38718
Châtillon-d'Azergues^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.87504^4.64527
Chauffailles^Gare Ferroviaire de Voyageurs^Bourgogne^46.20738^4.34571
Chaugey^Gare Ferroviaire de Voyageurs^Bourgogne^47.08754^5.25505
Chaulnes^Gare Ferroviaire de Voyageurs^Picardie^49.80709^2.80177
Chaumont^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.10944^5.13443
Chaumont-en-Vexin^Gare Ferroviaire de Voyageurs^Picardie^49.26141^1.87173
Chauny^Gare Ferroviaire de Voyageurs^Picardie^49.61047^3.22266
Chavagnes-les-Redoux^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.72597^-0.93116
Chaville-Rive-Droite^Gare Ferroviaire de Voyageurs^Ile de France^48.81183^2.18764
Chaville-Rive-Gauche^Gare Ferroviaire de Voyageurs^Ile de France^48.80517^2.18951
Chaville-Vélizy^Gare Ferroviaire de Voyageurs^Ile de France^48.79983^2.18318
Chazay-Marcilly^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.87375^4.72648
Chedde-Voie-Étroite^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.92650^6.71962
Chef-du-Pont-Ste-Mère^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.38432^-1.34428
Cheilly-lès-Maranges^Gare Ferroviaire de Voyageurs^Bourgogne^46.89283^4.67600
Chelles-Gournay^Gare Ferroviaire de Voyageurs^Ile de France^48.87427^2.58320
Chemillé^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.21776^-0.73231
Chemilly-Appoigny^Gare Ferroviaire de Voyageurs^Bourgogne^47.89741^3.55430
Chemin-d'Antony^Gare Ferroviaire de Voyageurs^Ile de France^48.74805^2.31326
Chenay-Gagny^Gare Ferroviaire de Voyageurs^Ile de France^48.87747^2.55268
Chenevières^Gare Ferroviaire de Voyageurs^Lorraine^48.51924^6.63303
Chenonceaux-Chisseaux^Gare Ferroviaire de Voyageurs^Centre^47.33060^1.06596
Cheny^Gare Ferroviaire de Voyageurs^Bourgogne^47.94672^3.52643
Chepy-Valines^Gare Ferroviaire de Voyageurs^Picardie^50.06818^1.63518
Cherbourg^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.63445^-1.61839
Chessy^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.88546^4.62229
Chevaigné^Gare Ferroviaire de Voyageurs^Bretagne^48.20890^-1.63115
Chevillon^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.52427^5.11183
Chevilly^Gare Ferroviaire de Voyageurs^Centre^48.02667^1.87911
Chèvremont^Gare Ferroviaire de Voyageurs^Franche-Comté^47.62166^6.92074
Chevrières^Gare Ferroviaire de Voyageurs^Picardie^49.33727^2.68293
Chézy-sur-Marne^Gare Ferroviaire de Voyageurs^Picardie^48.99189^3.36438
Chilly-Mazarin^Gare Ferroviaire de Voyageurs^Ile de France^48.69997^2.30952
Chindrieux^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.80331^5.84668
