#UIC_CODE,DESCRIPTION,NLS_CODE,PHYSICAL,
8714445,REMIREMONT,FRRNT,Y
8714446,VECOUX,FRAYU,Y
8714447,ST LEONARD,FRAYV,Y
8714451,RUPT SUR MOSELLE,FRAYX,Y
8714452,FERDRUPT,FRAYY,Y
8714453,RAMONCHAMP,FRAYZ,Y
8714454,LE THILLOT,FRAZA,Y
8714455,FRESSE,FRAZB,Y
8714456,ST MAURICE S MOSELLE BALL ALSA,FRAZC,Y
8714458,BUSSANG,FRAZE,Y
8714462,RAON L'ETAPE,FRAZH,Y
8714463,VAGNEY,FRAZI,Y
8714464,ETIVAL CLAIREFONTAINE,FRAZJ,Y
8714465,ZAINVILLERS,FRAZK,Y
8714466,THIEFOSSE,FRAZL,Y
8714467,SAULXURES SUR MOSELOTTE,FRAZM,Y
8714468,ST MICHEL SUR MEURTHE,FRAZN,Y
8714469,CORNIMONT,FRAZO,Y
8714470,DEINVILLERS,FRAZP,Y
8714472,RAMBERVILLERS,FRAZR,Y
8714473,JEANMENIL,FRAZS,Y
8714475,AUTREY,FRAZU,Y
8714477,DOMPAIRE,FRAZW,Y
8714478,BROUVELIEURES,FRAZX,Y
8714482,LUSSE,FRAZZ,Y
8714485,GERARDMER,FRBAA,Y
8714601,BOCQUEGNEY,FRBAB,Y
8714602,HENNECOURT,FRBAC,Y
8714603,RACECOURT,FRBAD,Y
8714604,VELOTTE ET TATIGNECOURT,FRBAF,Y
8714621,ST NABORD,FRBAW,Y
8714622,HIELLE RUPT,FRBAX,Y
8714623,MAXONCHAMP,FRBAY,Y
8714624,DOMMARTIN,FRBAZ,Y
8714627,STE MARGUERITE REMOMEIX,FRBBD,Y
8714629,BLANCHIFONTAINE,FRBBE,Y
8714630,FREMIFONTAINE,FRBBF,Y
8714633,LA BRESSE,FRBBH,Y
8714647,GAGES LE PONT RN88,FRUJA,Y
8714718,LANDRES,FRLDR,Y
8714719,PIENNES,FRPNS,Y
8714732,MEUSE TGV,FREAJ,Y
8714801,LANEUVEVILLE AUX BOIS,FRBBI,Y
8714802,VALLOIS,FRBBJ,Y
8714807,FREBECOURT ARRET,FRBBK,Y
8714808,GREUX,FRBBL,Y
8714809,GOUSSAINCOURT,FRBBM,Y
8714810,BUREY LA COTE,FRBBN,Y
8714811,MONTBRAS,FRBBO,Y
8714812,TAILLANCOURT,FRBBP,Y
8714813,CHOLOY,FRBBQ,Y
8715116,CANDE,FRJBL,Y
8715158,LE CHATELARD FR,FRJBR,Y
8715176,OUGE,FRJBS,Y
8715177,COCHEREN CARS,FRJBP,Y
8715231,MONT COUPOT,FRAIB,Y
8715232,BLONVILLE CENTRE,FRVLC,Y
8715233,VILLERS CENTRE,FRVSM,Y
8715234,HOULGATE CENTRE,FROLC,Y
8715241,MAUSSAC GARE PL DE LA POSTE,FRAIC,Y
8715325,AMAGNE VILLE,FREMG,Y
8715701,MONTBAZENS,FRMTZ,Y
8715702,LANUEJOULS,FRLNJ,Y
8715766,FERNEY CENTRE,FRJBQ,Y
8715784,LA POUGE,FRJAB,Y
8715785,PONTARION,FRJAG,Y
8715786,MONTBOUCHER,FRJAE,Y
8715787,SAUVIAT SUR VIGE,FRJBK,Y
8715794,LE VERDEAU,FRJAC,Y
8715795,LES CHABANNES,FRJAD,Y
8715796,ROYERES,FRJBJ,Y
8715797,PANAZOL,FRJAF,Y
8715798,COURCELLES,FRIPL,Y
8715800,GOUZON,FRIPR,Y
8715803,CHENERAILLES,FRIPK,Y
8715815,FERNEY LYCEE,FREJZ,Y
8715816,PREVESSIN MAIRIE,FREJW,Y
8715817,VERSONNEX,FREJV,Y
8715994,KER LANN,FRPBS,Y
8716036,LEPANGE,FRXJL,Y
8716478,STADE DE FRANCE ST DENIS,FRSFD,Y
8716479,LA PLAINE STADE DE FRANCE,FRPSF,Y
8716547,ASSIER (VILLE),FRFDV,Y
8716550,FIGEAC (LYCEE CHAMPOLLION),FRFEZ,Y
8716580,LAVAUR CENTRE,FRUDZ,Y
8716584,MAZAMET AVENUE DE TOULOUSE,FRUEA,Y
8716711,SEUZAC,FRUPQ,Y
8716727,ST GERY PONT,FRUPN,Y
8716803,LES MASSERIES,FRUPO,Y
8716805,LATOULZANIE,FRUPP,Y
8716807,VERS LE CUZOUL,FRUPM,Y
8716819,LAMOTHE GOAS,FRUDD,Y
8716985,MAZERES S/ SALAT CENTRE,FRULD,Y
8717004,SALIES DU SALAT PONT,FRULA,Y
8717100,REIMS,FRRHE,Y
8717125,MONTBRE,FRBBV,Y
8717126,TROIS PUITS,FRBBW,Y
8717127,REIMS MAISON BLANCHE,FRBBX,Y
8717129,MUIZON PN 32,FRBBY,Y
8717131,JONCHERY SUR VESLE,FRBBZ,Y
8717132,BREUIL ROMAIN,FRBCA,Y
8717133,FISMES,FRBCB,Y
8717134,BAZOCHES,FRBCC,Y
8717135,MONT NOTRE DAME,FRBCD,Y
8717137,FERE EN TARDENOIS,FRBCE,Y
8717146,BAZANCOURT,FRRBO,Y
8717151,DORMANS,FRBCG,Y
8717155,EPERNAY,FRXEP,Y
8717156,AY,FRBCJ,Y
8717157,AVENAY,FRBCK,Y
8717158,GERMAINE,FRBCL,Y
8717159,RILLY LA MONTAGNE,FRBCM,Y
8717161,VAL DE VESLE,FRBCO,Y
8717162,PRUNAY,FRBCP,Y
8717163,SILLERY,FRBCQ,Y
8717164,SEPT SAULX,FRBCR,Y
8717168,MAIRY SUR MARNE,FRBCS,Y
8717170,AGUILCOURT VARISCOURT,FRAVR,Y
8717171,COURCY BRIMONT,FRBCT,Y
8717172,LOIVRE,FRBCU,Y
8717173,GUIGNICOURT,FRBCV,Y
8717174,AMIFONTAINE,FRBCW,Y
8717175,ST ERME,FRBCX,Y
8717176,COUCY LES EPPES,FRBCY,Y
8717192,CHAMPAGNE-ARDENNE,FREAH,Y
8717200,CHARLEVILLE MEZIERES,FRXCZ,Y
8717202,NOUZONVILLE,FRBCZ,Y
8717203,JOIGNY SUR MEUSE,FRBDA,Y
8717204,BOGNY SUR MEUSE,FRBDB,Y
8717205,MONTHERME,FRBDC,Y
8717206,DEVILLE,FRBDD,Y
8717207,LAIFOUR,FRBDE,Y
8717208,REVIN,FRBDF,Y
